timestamp,latitude,longitude
2025-02-18T08:27:54.476Z,48.085185,11.479755
2025-02-18T08:28:54.470Z,,
2025-02-18T08:29:54.468Z,,
2025-02-18T08:30:54.474Z,,
2025-02-18T08:31:26.546Z,48.085521666666665,11.478758333333333
2025-02-18T08:32:26.541Z,,
2025-02-18T08:33:26.540Z,,
2025-02-18T08:34:26.540Z,,
2025-02-18T08:35:26.545Z,,
2025-02-18T08:36:26.539Z,,
2025-02-18T08:37:26.546Z,,
